id,term,positive_score,nagative_score
3299,모처럼,0.00377,0.00039
3300,모치,0.00053,0
3301,모태,0.00075,0
3302,모토,0.0009,0.00118
3303,모퉁이,0.0003,0.00118
3304,모티브,0.00354,0.00275
3305,모티프,0.00053,0
3306,모험,0.01771,0.00628
3307,모형,0.00083,0.00039
3308,목격,0.00188,0.00079
3309,목록,0.00746,0.00668
3310,목마르다,0.00128,0.00039
3311,목사,0.00309,0.00353
3312,목수,0.00083,0
3313,목수정,0.00068,0.00039
3314,목욕,0.0052,0.00314
3315,목적,0.01296,0.0267
3316,목전,0.00045,0.00039
3317,목차,0.01116,0.03574
3318,목표,0.02178,0.01374
3319,목회,0.00053,0
3320,몬드,0.00068,0.00079
3321,몬스터,0.00264,0.00039
3322,몰다,0.00784,0.01217
3323,몰두,0.00151,0.00236
3324,몰락,0.00294,0.00393
3325,몰랑,0.00045,0.00039
3326,몰래,0.00256,0.00079
3327,몰려오다,0.00211,0.00157
3328,몰론,0.04206,0.05144
3329,몰리다,0.00121,0.00353
3330,몰아가다,0.0006,0.00275
3331,몰아내다,0.00038,0.00079
3332,몰아넣다,0.00038,0.00079
3333,몰아치다,0.00173,0.00236
3334,몰이,0.0006,0.00157
3335,몰입,0.05525,0.06912
3336,몸담다,0.00098,0.00079
3337,몸부림치다,0.0006,0
3338,몸소,0.00286,0.00039
3339,몸짱,0.0006,0.00039
3340,몹시,0.00497,0.00942
3341,몹쓸,0.0006,0
3342,못나다,0.00121,0.00275
3343,못내,0.00053,0.00039
3344,못되다,0.00106,0.00118
3345,못살다,0.00271,0.00393
3346,못생기다,0.00068,0.00196
3347,못쓰다,0.00038,0.00196
3348,못지않다,0.00309,0.00079
3349,못하다,0.00369,0.00157
3350,몽골,0.00158,0.00079
3351,몽글몽글,0.00241,0
3352,몽땅,0.00113,0.00079
3353,몽몽이,0.00136,0
3354,몽상,0.0009,0.00039
3355,몽실,0.0009,0
3356,몽실언니,0.00075,0
3357,몽실이,0.0009,0
3358,몽환,0.00279,0.00314
3359,묘미,0.00482,0.00353
3360,묘사,0.0603,0.08404
3361,묘지,0.00068,0.00039
3362,묘하다,0.01673,0.01414
3363,무강,0.00053,0
3364,무겁다,0.0352,0.02749
3365,무게,0.01372,0.00864
3366,무궁,0.00204,0.00236
3367,무기,0.00392,0.00353
3368,무난히,0.00053,0.00118
3369,무너뜨리다,0.00181,0.00039
3370,무너지다,0.00769,0.00668
3371,무느다,0.00045,0.00039
3372,무능,0.00113,0.00196
3373,무늬,0.00226,0.00196
3374,무당,0.00075,0.00118
3375,무대,0.00332,0.0055
3376,무덤,0.00106,0.00314
3377,무덤덤,0.00053,0
3378,무덥다,0.00264,0
3379,무도,0.00068,0.00079
3380,무디다,0.00158,0.00157
3381,무뚝뚝,0.00038,0.00079
3382,무라,0.0009,0
3383,무라카미,0.00754,0.00471
3384,무라타,0.00053,0
3385,무량,0.00083,0
3386,무럭무럭,0.00053,0.00039
3387,무려,0.00279,0.0055
3388,무력,0.00241,0.00079
3389,무례,0.00151,0.00353
3390,무료,0.01281,0.00785
3391,무르다,0.00068,0.00039
3392,무르익다,0.00053,0
3393,무릅쓰다,0.00045,0.00039
3394,무릇,0.00045,0.00079
3395,무릎,0.00573,0.00432
3396,무리,0.01229,0.02474
3397,무명,0.00075,0.00118
3398,무모,0.0009,0.00275
3399,무무,0.00053,0
3400,무미,0.00083,0.00275
3401,무민,0.00422,0.00353
3402,무비,0.00045,0.00039
3403,무사,0.00271,0.00079
3404,무사히,0.00302,0.00079
3405,무상,0.0006,0.00079
3406,무서움,0.00136,0.00157
3407,무서워하다,0.00286,0.00118
3408,무섭다,0.03972,0.03063
3409,무수히,0.00098,0
3410,무스,0.00053,0.00039
3411,무슨,0.03995,0.1237
3412,무시,0.00867,0.02003
3413,무식,0.00279,0.00589
3414,무신,0.00173,0.00275
3415,무심,0.00528,0.00157
3416,무심코,0.00505,0.00039
3417,무심히,0.00181,0.00079
3418,무쌍,0.00045,0.00039
3419,무어,0.00083,0.00118
3420,무역,0.00113,0.00118
3421,무용,0.00098,0.00236
3422,무용지물,0.00053,0.00275
3423,무위,0.0006,0.00039
3424,무의,0.00053,0
3425,무이,0.0009,0
3426,무인,0.00106,0.00353
3427,무장,0.00286,0.00275
3428,무적,0.0009,0.00039
3429,무전,0.0009,0
3430,무조건,0.04131,0.02003
3431,무죄,0.00151,0
3432,무지,0.01636,0.01846
3433,무지개,0.00392,0.00157
3434,무지무지,0.00128,0
3435,무지하다,0.00151,0.00157
3436,무직,0.0006,0
3437,무진,0.00399,0.00196
3438,무채,0.00075,0.00079
3439,무책,0.00053,0.00039
3440,무척,0.07213,0.02121
3441,무턱대다,0.00075,0.00236
3442,무튼,0.00045,0.00196
3443,무한,0.01394,0.01021
3444,무한히,0.00045,0.00079
3445,무협,0.00286,0.00668
3446,묵다,0.00158,0.00079
3447,묵묵히,0.00294,0.00118
3448,묵상,0.00128,0.00157
3449,묵향,0.00121,0.0055
3450,묵히다,0.00121,0.00157
3451,묶다,0.00678,0.01178
3452,묶이다,0.00302,0.00118
3453,문고,0.00505,0.0055
3454,문과,0.00256,0.00196
3455,문구,0.01937,0.02003
3456,문단,0.00339,0.0106
3457,문답,0.00143,0.00196
3458,문득,0.01312,0.00432
3459,문맥,0.00188,0.00785
3460,문맹,0.00075,0.00039
3461,문명,0.00905,0.00707
3462,문법,0.02216,0.01296
3463,문서,0.0009,0.00079
3464,문어,0.00196,0.00157
3465,문예,0.00196,0.00196
3466,문외,0.00377,0.00314
3467,문유석,0.00113,0.00039
3468,문의,0.00136,0.00353
3469,문인,0.00075,0.00118
3470,문자,0.01214,0.01296
3471,문장,0.13289,0.21206
3472,문재,0.00347,0.00393
3473,문재인,0.00437,0.00314
3474,문제,0.18731,0.25368
3475,문종,0.00083,0.00039
3476,문체,0.04063,0.05733
3477,문학,0.08397,0.097
3478,문항,0.00053,0.00157
3479,문헌,0.00098,0.00668
3480,문호,0.00053,0
3481,문화,0.0545,0.04516
3482,묻다,0.03935,0.03613
3483,묻어나다,0.00844,0.00236
3484,묻히다,0.00294,0.00196
3485,물가,0.00113,0.00079
3486,물건,0.01997,0.02238
3487,물다,0.00407,0.00353
3488,물들다,0.00143,0.00118
3489,물량,0.00219,0.00275
3490,물러서다,0.0006,0
3491,물려받다,0.00068,0.00079
3492,물려주다,0.00256,0
3493,물론,0.00407,0.00196
3494,물류,0.0003,0.00118
3495,물리,0.01839,0.01414
3496,물리다,0.00219,0.00118
3497,물리치다,0.0009,0.00079
3498,물씬,0.00422,0.00196
3499,물어보다,0.00249,0.00157
3500,물음,0.00693,0.00471
3501,물정,0.0009,0.00353
3502,물질,0.00671,0.00511
3503,물품,0.00083,0.00118
3504,뭉치,0.00053,0.00196
3505,뭉치다,0.00309,0.00196
3506,뭉클,0.00302,0.00196
3507,뭐니뭐니,0.00075,0
3508,뮈소,0.01364,0.01374
3509,뮌스터,0.00053,0
3510,뮤즈,0.0009,0
3511,뮤지션,0.00068,0.00039
3512,뮤지컬,0.00324,0.00157
3513,뮤직,0.00053,0
3514,미국,0.03362,0.04987
3515,미국식,0.00068,0.00353
3516,미궁,0.00113,0.00039
3517,미끼,0.00015,0.00196
3518,미나토,0.00106,0.00118
3519,미남,0.00113,0.00039
3520,미녀,0.00045,0.00039
3521,미노리,0.0006,0
3522,미니,0.01681,0.01806
3523,미니멀리즘,0.00128,0.00432
3524,미달,0.00008,0.00275
3525,미덕,0.00362,0.00314
3526,미도리,0.00068,0.00039
3527,미드,0.00377,0.00432
3528,미디어,0.00573,0.00903
3529,미라,0.00136,0.00039
3530,미래,0.09173,0.04045
3531,미련,0.00158,0.00236
3532,미로,0.00369,0.00079
3533,미루다,0.00995,0.01257
3534,미리,0.00482,0.00275
3535,미리미리,0.03354,0.04084
3536,미만,0.0006,0.00236
3537,미망,0.00053,0.00157
3538,미면,0.0003,0.00118
3539,미모,0.0009,0.00157
3540,미문,0.0006,0.00118
3541,미미,0.00942,0.00746
3542,미비,0.00181,0.00864
3543,미사,0.00106,0.00393
3544,미생,0.00384,0.00157
3545,미세,0.00151,0.00196
3546,미션,0.00219,0.00079
3547,미셸,0.00158,0.00039
3548,미소,0.02193,0.0055
3549,미숙,0.00151,0.00118
3550,미술,0.02299,0.011
3551,미스,0.00196,0.00196
3552,미스터,0.00128,0.00236
3553,미스터리,0.01824,0.02435
3554,미스테리,0.00701,0.01335
3555,미시,0.00204,0.00079
3556,미시마,0.00151,0.00079
3557,미식,0.00136,0.00079
3558,미신,0.00113,0.00157
3559,미싱,0.00098,0.00039
3560,미아,0.00422,0.00079
3561,미안,0.01319,0.02435
3562,미야니시,0.00136,0
3563,미야베,0.00829,0.00275
3564,미양,0.00121,0
3565,미역,0.00038,0.00079
3566,미완,0.00083,0.00118
3567,미용,0.00181,0.00157
3568,미움,0.00369,0.00511
3569,미워하다,0.00219,0.00079
3570,미유키,0.00852,0.00314
3571,미인,0.00098,0.00118
3572,미주,0.00053,0.00118
3573,미즈,0.0006,0.00039
3574,미지,0.00286,0.00196
3575,미처,0.0049,0.00393
3576,미천,0.00173,0.00118
3577,미츠,0.0009,0
3578,미치다,0.03799,0.0644
3579,미카미,0.00045,0.00079
3580,미카엘,0.00068,0.00079
3581,미키,0.00369,0.00157
3582,미투,0.00075,0
3583,미학,0.00415,0.00393
3584,미혼,0.00256,0.00275
3585,미화,0.0006,0.00314
3586,미흡,0.00143,0.0055
3587,믹스,0.00075,0.00079
3588,민간,0.00173,0.00079
3589,민감,0.00053,0.00118
3590,민국,0.03045,0.02238
3591,민들레,0.00234,0
3592,민망,0.00075,0.00157
3593,민음사,0.00535,0.01728
3594,민족,0.00972,0.00864
3595,민주,0.0144,0.01335
3596,민준,0.00053,0
3597,민준호,0.00181,0
3598,민중,0.00369,0.00314
3599,민초,0.00136,0.00118
3600,민폐,0.00151,0.00353
3601,민호,0.00053,0
3602,민화,0.00136,0.00039
3603,믿기다,0.00384,0.00353
3604,믿다,0.14321,0.08561
3605,밀다,0.0098,0.01178
3606,밀도,0.00384,0.0055
3607,밀라,0.0003,0.00196
3608,밀란,0.00106,0.00039
3609,밀레니엄,0.00362,0.00157
3610,밀려나다,0.00098,0.00079
3611,밀려들다,0.00053,0
3612,밀려오다,0.00339,0.00157
3613,밀리,0.00053,0.00039
3614,밀리다,0.00332,0.00079
3615,밀봉,0.00045,0.00039
3616,밀실,0.00181,0.00157
3617,밀어내다,0.00053,0.00157
3618,밀어붙이다,0.00038,0.00157
3619,밀어주다,0.00068,0.00039
3620,밀접,0.00256,0.00353
3621,밀착,0.00136,0
3622,밉다,0.00565,0.00236
3623,바가지,0.00053,0.00157
3624,바구니,0.0098,0.00785
3625,바깥,0.00204,0.00275
3626,바꾸다,0.04982,0.06283
3627,바뀌다,0.04025,0.03966
3628,바끼다,0.00113,0.00196
3629,바나나,0.00188,0.00236
3630,바느,0.00302,0.00079
3631,바늘,0.00204,0
3632,바다,0.01462,0.0106
3633,바닥,0.00927,0.01139
3634,바닷,0.00309,0.00196
3635,바도,0.00038,0.00118
3636,바둑,0.00565,0.00236
3637,바디,0.00106,0.00157
3638,바라,0.00075,0.00118
3639,바라기,0.00166,0.00079
3640,바라다,0.07741,0.06676
3641,바라보다,0.05917,0.02631
3642,바라카,0.00241,0.00432
3643,바람,0.02683,0.02395
3644,바래다,0.00543,0.00196
3645,바램,0.00535,0.00432
3646,바로,0.18753,0.06637
3647,바로잡다,0.00279,0.00275
3648,바르다,0.01206,0.00903
3649,바르셀로나,0.00068,0.00079
3650,바르트,0.00181,0.00196
3651,바른,0.00075,0
3652,바리,0.00113,0.00039
3653,바바,0.00053,0.00079
3654,바벨,0.00075,0.00039
3655,바보,0.00837,0.0161
3656,바비,0.00053,0
3657,바쁘다,0.01703,0.00903
3658,바우,0.00068,0
3659,바우만,0.00098,0.00079
3660,바위,0.00121,0.00118
3661,바이,0.00106,0.00236
3662,바이러스,0.00204,0.00079
3663,바이럴,0.00015,0.00353
3664,바이블,0.0101,0.00157
3665,바이오,0.00083,0.00039
3666,바이올린,0.00098,0.00157
3667,바인더,0.00023,0.00157
3668,바지,0.00196,0.00196
3669,바짝,0.00113,0.00079
3670,바치다,0.00452,0.00314
3671,바쿠,0.00075,0.00079
3672,바퀴,0.00415,0.00353
3673,바탕,0.02276,0.01296
3674,바턴,0.00075,0
3675,박경리,0.00271,0
3676,박경림,0.0003,0.00236
3677,박경철,0.00143,0.00039
3678,박광수,0.00045,0.00118
3679,박근혜,0.00226,0.00668
3680,박노자,0.00045,0.00118
3681,박다,0.00859,0.01217
3682,박력,0.0006,0.00196
3683,박막,0.0009,0
3684,박물,0.00332,0.00314
3685,박민규,0.00302,0.00314
3686,박민정,0.00045,0.00039
3687,박범신,0.00196,0.00275
3688,박사,0.01108,0.01296
3689,박상영,0.00294,0.00353
3690,박수,0.01628,0.01021
3691,박수근,0.00053,0
3692,박스,0.02043,0.03534
3693,박시백,0.00226,0.00079
3694,박식,0.00083,0.00079
3695,박약,0.00053,0
3696,박영규,0.00045,0.00039
3697,박완서,0.0101,0.00393
3698,박웅현,0.00166,0.00118
3699,박이,0.00113,0.00236
3700,박자,0.00083,0.00039
3701,박장,0.00068,0
3702,박정민,0.00158,0
3703,박정희,0.00113,0.00471
3704,박제,0.0006,0.00039
3705,박죽,0.0006,0.00432
3706,박준,0.00053,0.00157
3707,박지성,0.00075,0.00039
3708,박진,0.0043,0.00196
3709,박찬욱,0.00143,0.00275
3710,박탈,0.0006,0.00039
3711,박하다,0.00023,0.00196
3712,박학,0.00158,0.00118
3713,박해,0.00075,0.00079
3714,박히다,0.00724,0.00628
3715,반가움,0.00121,0.00079
3716,반감,0.00196,0.01335
3717,반갑다,0.04967,0.01178
3718,반개,0,0.00511
3719,반격,0.00136,0.00039
3720,반기,0.01108,0.00118
3721,반기다,0.00083,0.00196
3722,반납,0.00158,0.00314
3723,반년,0.00068,0.00118
3724,반대,0.01131,0.01649
3725,반도,0.00271,0.00432
3726,반드시,0.02849,0.01217
3727,반딧,0.00113,0.00079
3728,반란,0.0006,0.00039
3729,반려,0.00452,0.00079
3730,반론,0.0006,0.00196
3731,반면,0.00354,0.00707
3732,반문,0.00075,0.00039
3733,반박,0.00204,0.00314
3734,반발,0.00075,0.00039
3735,반복,0.04319,0.09935
3736,반부,0.00083,0.00432
3737,반사,0.0009,0.00236
3738,반성,0.02683,0.02356
3739,반스,0.00294,0.00432
3740,반신,0.00234,0.00118
3741,반야,0.00053,0.00079
3742,반역,0.0006,0.00039
3743,반열,0.00173,0.00157
3744,반영,0.01221,0.00982
3745,반응,0.01259,0.01532
3746,반의,0.00241,0.00079
3747,반일,0.00083,0.00079
3748,반장,0.00234,0.00079
3749,반전,0.06437,0.09857
3750,반점,0.00038,0.00157
3751,반죽,0.00045,0.00118
3752,반증,0.00083,0.00236
3753,반지,0.00188,0.00118
3754,반짝,0.00143,0.00079
3755,반짝거리다,0.00143,0.00079
3756,반짝반짝,0.00339,0.00039
3757,반짝이다,0.00437,0.00471
3758,반찬,0.00656,0.00353
3759,반창,0.0009,0
3760,반추,0.00128,0.00039
3761,반칙,0.00083,0
3762,반포,0.00053,0.00196
3763,반품,0.00121,0.02749
3764,반하다,0.01741,0.00628
3765,반함,0.00053,0
3766,반항,0.00106,0.00118
3767,받다,0.40831,0.31102
3768,받아들다,0.00083,0.00118
3769,받아들이다,0.02239,0.02356
3770,받아쓰다,0.0006,0.00039
3771,받치다,0.00106,0.00157
3772,받침,0.00437,0.01217
3773,발간,0.01033,0.01021
3774,발갛다,0.00173,0.00039
3775,발견,0.04734,0.02081
3776,발굴,0.00211,0.00314
3777,발다치,0.00068,0
3778,발달,0.0095,0.00393
3779,발레,0.00196,0.00039
3780,발레리나,0.00045,0.00039
3781,발리,0.00113,0
3782,발리다,0.00045,0.00039
3783,발매,0.01854,0.00668
3784,발명,0.00445,0.00275
3785,발본,0.00083,0.00039
3786,발산,0.00106,0.00039
3787,발상,0.01116,0.01021
3788,발생,0.00693,0.00668
3789,발송,0.00136,0.00511
3790,발암,0.00121,0.00039
3791,발언,0.00211,0.01178
3792,발음,0.01093,0.00982
3793,발저,0.00053,0
3794,발전,0.02593,0.02238
3795,발췌,0.00204,0.00746
3796,발터,0.00083,0
3797,발표,0.00445,0.0055
3798,발하다,0.00173,0.00118
3799,발행,0.00407,0.00589
3800,발현,0.0006,0.00118
3801,발휘,0.00791,0.00668
3802,밝다,0.01402,0.00864
3803,밝아지다,0.00106,0.00039
3804,밝혀내다,0.00166,0.00079
3805,밝히다,0.01771,0.02199
3806,밟히다,0.00113,0.00157
3807,밤새다,0.00173,0
3808,밤새우다,0.00128,0.00079
3809,밤중,0.00053,0.00079
3810,밥상,0.0006,0.00039
3811,방과,0.00053,0.00079
3812,방관,0.00083,0.00079
3813,방구,0.00053,0.00118
3814,방귀,0.00188,0.00157
3815,방금,0.00829,0.00511
3816,방랑,0.00075,0
3817,방면,0.00399,0.00196
3818,방문,0.0052,0.00353
3819,방범,0.00324,0.00275
3820,방법,0.1359,0.09425
3821,방비,0.0006,0
3822,방사,0.00083,0.00039
3823,방송,0.01703,0.01964
3824,방식,0.04387,0.06048
3825,방심,0.00106,0.00039
3826,방안,0.00271,0.00157
3827,방어,0.00143,0.00196
3828,방언,0.00053,0.00039
3829,방영,0.00475,0.00196
3830,방울,0.00256,0.00039
3831,방점,0.0006,0.00118
3832,방정,0.00136,0.00079
3833,방주,0.0006,0.00079
3834,방지,0.00151,0.00079
3835,방출,0.0006,0.00079
3836,방치,0.00136,0.00275
3837,방콕,0.00136,0.00039
3838,방탄,0.00196,0.00471
3839,방탄소년단,0.00181,0.00196
3840,방패,0.0009,0.00079
3841,방편,0.0006,0.00039
3842,방학,0.01281,0.00196
3843,방해,0.00362,0.01492
3844,방향,0.02698,0.01689
3845,방황,0.00641,0.0055
3846,배가,0.00068,0
3847,배경,0.03678,0.04398
3848,배고프다,0.00279,0.00079
3849,배기,0.00166,0.00039
3850,배기다,0.00075,0
3851,배낭,0.00166,0.00039
3852,배다,0.00392,0.00079
3853,배달,0.00279,0.00471
3854,배당,0.00128,0.00079
3855,배려,0.01214,0.011
3856,배반,0.00136,0.00157
3857,배변,0.00113,0.00039
3858,배부르다,0.00113,0.00196
3859,배분,0.0006,0
3860,배송,0.08088,0.07736
3861,배수아,0.00128,0.00236
3862,배신,0.00528,0.01257
3863,배어나다,0.00068,0
3864,배열,0.00121,0.00236
3865,배우,0.01402,0.00982
3866,배우다,0.17962,0.06637
3867,배움,0.00053,0.00079
3868,배워가다,0.00098,0
3869,배제,0.00249,0.00314
3870,배지,0.00053,0.00039
3871,배짱,0.00038,0.00393
3872,배척,0.00068,0.00118
3873,배치,0.00347,0.00589
3874,배터리,0.00158,0.00079
3875,배틀,0.00075,0
3876,배포,0.00053,0.00079
3877,배회,0.00053,0
3878,배후,0.0006,0
3879,백과,0.0058,0.00471
3880,백귀,0.0006,0
3881,백미,0.00264,0.00079
3882,백배,0.0006,0
3883,백범,0.00211,0.00039
3884,백석,0.00905,0.00039
3885,백설,0.00399,0.00353
3886,백성,0.00422,0.00314
3887,백수,0.00151,0.00118
3888,백신,0.00106,0.00353
3889,백야행,0.00075,0.00353
3890,백인,0.00166,0.00432
3891,백일,0.00053,0
3892,백작,0.00045,0.00079
3893,백전,0.00045,0.00039
3894,백제,0.00158,0.00039
3895,백종원,0.00158,0.00236
3896,백지,0.00068,0.00118
3897,백합,0.00136,0.00079
3898,백호,0.00226,0
3899,백화,0.00083,0.00039
3900,백희,0.00068,0
3901,백희나,0.00852,0.00196
3902,밴드,0.00264,0.00196
3903,밸런스,0.00083,0.00157
3904,밸류,0,0.00314
3905,밸리,0.00053,0
3906,뱀파이어,0.00271,0.00118
3907,뱃지,0.00166,0.00196
3908,뱅이,0.00113,0
3909,뱅크,0.00053,0
3910,뱉다,0.00121,0.00236
3911,버거,0.00083,0.00039
3912,버겁다,0.00347,0.00628
3913,버금가다,0.00113,0.00079
3914,버닝햄,0.00204,0.00079
3915,버둥,0.00136,0.00039
3916,버드,0.0009,0.00079
3917,버라이어티,0.00075,0.00039
3918,버럭,0.0006,0.00039
3919,버릇,0.00317,0.00236
3920,버리다,0.04605,0.05576
3921,버무리다,0.00535,0.00511
3922,버블,0.00075,0.00079
3923,버섯,0.00083,0
3924,버스,0.00807,0.00275
3925,버스터,0.00211,0.00118
3926,버전,0.01402,0.01453
3927,버젓,0.00015,0.00353
3928,버지니아,0.00106,0.00196
3929,버킷,0.00173,0
3930,버터,0.00106,0.00196
3931,버튼,0.00332,0.00314
3932,버틀러,0.00038,0.00157
3933,버티다,0.0095,0.00589
3934,버팀,0.00068,0
3935,버프,0.00151,0.00118
3936,버핏,0.00347,0.00275
3937,벅스,0.0006,0.00118
3938,벅차다,0.0058,0.00196
3939,벅차오르다,0.00068,0
3940,번갈다,0.00204,0.00079
3941,번개,0.00053,0.00039
3942,번거롭다,0.00068,0.00039
3943,번뇌,0.00106,0.00157
3944,번뜩이다,0.00181,0.00118
3945,번식,0.00068,0.00039
3946,번역,0.13892,0.5486
3947,번영,0.00098,0.00196
3948,번외,0.00113,0.00157
3949,번이,0.00045,0.00039
3950,번지다,0.00166,0.00314
3951,번지르르,0.0003,0.00275
3952,번쩍,0.00241,0.00039
3953,번창,0.00128,0.00079
3954,번호,0.00219,0.00275
3955,벌다,0.08774,0.11271
3956,벌렁,0.00053,0
3957,벌레,0.00573,0.00353
3958,벌리다,0.00143,0.00785
3959,벌써,0.05457,0.01885
3960,벌어지다,0.01296,0.00982
3961,벌이,0.00196,0.00511
3962,벌이다,0.00294,0.00471
3963,범다,0.0006,0.00039
3964,범람,0.00098,0.00196
3965,범벅,0.00121,0.00314
3966,범수,0.00053,0
3967,범위,0.00317,0.00511
3968,범인,0.01598,0.02788
3969,범작,0.00023,0.00275
3970,범죄,0.01364,0.02356
3971,범주,0.00121,0.00196
3972,범하다,0.00053,0.00314
3973,범행,0.00053,0.00353
3974,법관,0.0006,0.00079
3975,법대,0.0003,0.00118
3976,법륜,0.00603,0.00196
3977,법률,0.00113,0.00236
3978,법서,0.00158,0.00236
3979,법석,0.00045,0.00039
3980,법원,0.00106,0.00275
3981,법인,0.00136,0.00079
3982,법정,0.00897,0.00942
3983,법조,0.00121,0.00196
3984,법치,0.0006,0
3985,법칙,0.01327,0.01021
3986,법학,0.00045,0.00039
3987,벗겨지다,0.00045,0.00393
3988,벗기다,0.00279,0.00314
3989,벗다,0.00339,0.00275
3990,벗어나다,0.02631,0.02553
3991,베개,0.00053,0.00039
3992,베끼다,0.00121,0.00275
3993,베네딕트,0.00075,0.00196
3994,베니스,0.00045,0.00039
3995,베다,0.00467,0.00628
3996,베르,0.00098,0.00079
3997,베르나르,0.01756,0.01532
3998,베르베르,0.01854,0.01885
3999,베르테르,0.00151,0.00196
4000,베를린,0.0009,0
4001,베리,0.00075,0.00039
4002,베리코,0.00106,0
4003,베스,0.00038,0.00079
4004,베스트,0.02593,0.07658
4005,베어,0.0006,0.00079
4006,베이,0.00219,0.00039
4007,베이다,0.00075,0.00039
4008,베이비,0.00106,0.00118
4009,베이스,0.00173,0.00196
4010,베이커리,0.00309,0.00196
4011,베이컨,0.00045,0.00039
4012,베일,0.00121,0
4013,베크,0.00053,0.00039
4014,베트,0.00128,0.00353
4015,베트남,0.00204,0.00196
4016,베파,0.00075,0
4017,베풀다,0.00196,0.00157
4018,벤야민,0.00106,0
4019,벤쳐,0.00045,0.00039
4020,벤치마킹,0.00045,0.00039
4021,벨라,0.00121,0
4022,벼락,0.00151,0.00079
4023,벼르다,0.00143,0.00118
4024,벼리다,0.00053,0
4025,벼슬,0.00068,0.00118
4026,변경,0.00151,0.00353
4027,변동,0.0006,0.00118
4028,변명,0.00241,0.01689
4029,변모,0.00068,0.00039
4030,변방,0.00098,0.00079
4031,변색,0.00053,0.00118
4032,변수,0.00136,0.00118
4033,변신,0.00505,0.00314
4034,변역,0.00068,0.00157
