id,term,positive_score,nagative_score
4982,선정,0.00912,0.01139
4983,선조,0.00264,0.00079
4984,선진,0.00173,0.00118
4985,선집,0.00106,0
4986,선착,0.00158,0.00118
4987,선천,0.00075,0.00079
4988,선택,0.07718,0.0644
4989,선풍,0.00083,0.00039
4990,선하다,0.0043,0.00275
4991,선함,0.00038,0.00196
4992,선행,0.00422,0.00118
4993,선호,0.00339,0.00471
4994,섣부르다,0.00053,0.00118
4995,섣불리,0.00068,0.00039
4996,설거지,0.00045,0.00079
4997,설계,0.00686,0.00236
4998,설교,0.0006,0.0055
4999,설국,0.00143,0.00275
5000,설다,0.00121,0.00079
5001,설득,0.01824,0.02788
5002,설렁설렁,0.00098,0.00079
5003,설레,0.00226,0.00079
5004,설레다,0.02329,0.00707
5005,설레이다,0.01018,0.00432
5006,설령,0.00053,0.00118
5007,설마,0.00603,0.01296
5008,설명,0.16899,0.183
5009,설민석,0.00445,0.00275
5010,설사,0.00068,0.00039
5011,설서,0.00136,0.00236
5012,설움,0.00068,0.00039
5013,설이,0.0009,0
5014,설정,0.02698,0.06165
5015,설치,0.0003,0.00236
5016,설치다,0.00098,0.00079
5017,설키다,0.00075,0
5018,설탕,0.00121,0.00079
5019,설파,0.00113,0.00236
5020,설화,0.00106,0.00039
5021,섬뜩,0.00731,0.00511
5022,섭렵,0.00271,0.00118
5023,섭리,0.00045,0.00079
5024,섭취,0.00143,0.00118
5025,성격,0.01967,0.02199
5026,성경,0.01018,0.011
5027,성공,0.05713,0.06951
5028,성과,0.00497,0.0055
5029,성군,0.00045,0.00157
5030,성균관,0.00369,0.00353
5031,성급,0.0006,0.00118
5032,성기,0.00015,0.00314
5033,성녀,0.00106,0.00157
5034,성년,0.00068,0.00079
5035,성당,0.00143,0.00079
5036,성리,0.00038,0.00079
5037,성립,0.00045,0.00039
5038,성별,0.00211,0.00589
5039,성분,0.00045,0.00039
5040,성불,0.0006,0.00039
5041,성비,0.0009,0.00275
5042,성사,0.00083,0.00157
5043,성서,0.0006,0.00157
5044,성석제,0.00467,0.00353
5045,성선,0.00053,0.00039
5046,성선화,0.00045,0.00039
5047,성소,0.00083,0.00118
5048,성숙,0.00882,0.00432
5049,성실,0.00731,0.00785
5050,성실히,0.00068,0.00118
5051,성악,0.00045,0.00039
5052,성어,0.00136,0
5053,성욕,0.00023,0.00196
5054,성우,0.00407,0.00079
5055,성우진,0.00068,0
5056,성의,0.00151,0.01335
5057,성인,0.01485,0.01689
5058,성장,0.0649,0.03613
5059,성적,0.00656,0.00825
5060,성정,0.00038,0.00079
5061,성지,0.00075,0.00039
5062,성질,0.00226,0.00314
5063,성찬,0.00113,0.00039
5064,성찰,0.01877,0.01571
5065,성취,0.0046,0.00432
5066,성탄,0.0009,0.00039
5067,성품,0.00219,0.00196
5068,성향,0.00437,0.01021
5069,성형,0.00045,0.00157
5070,성화,0.00128,0.00039
5071,세간,0.00053,0.00039
5072,세계,0.15731,0.1076
5073,세균,0.00121,0.00157
5074,세금,0.00354,0.00157
5075,세기,0.0153,0.01335
5076,세뇌,0.00113,0.00196
5077,세다,0.02925,0.01728
5078,세대,0.02465,0.03495
5079,세라,0.00075,0.00157
5080,세력,0.0052,0.0055
5081,세련,0.00912,0.00589
5082,세로,0.00188,0.00353
5083,세미나,0.00068,0.00039
5084,세밀,0.00106,0.00196
5085,세부,0.00369,0.00589
5086,세분,0.0009,0.00039
5087,세븐,0.00075,0.00079
5088,세상,0.18203,0.09503
5089,세세,0.00354,0.00196
5090,세세히,0.00151,0.00039
5091,세속,0.00113,0.00196
5092,세스,0.00045,0.00039
5093,세심,0.00407,0.00196
5094,세우다,0.01583,0.01414
5095,세월,0.01922,0.01492
5096,세이,0.00814,0.011
5097,세이건,0.00151,0.00079
5098,세이요,0.0006,0
5099,세익,0.00113,0
5100,세인트존스,0.00045,0.00157
5101,세일,0.00204,0.00157
5102,세일러,0.00068,0
5103,세일즈,0.00136,0.00079
5104,세자,0.00181,0.00079
5105,세조,0.00068,0
5106,세종,0.0043,0.00275
5107,세지,0.00075,0
5108,세탁,0.00083,0.00039
5109,세태,0.00136,0.00157
5110,세트,0.02239,0.02238
5111,세팅,0.00053,0.00118
5112,세편,0.0006,0.00039
5113,세포,0.00234,0.00236
5114,세희,0.0006,0
5115,섹션,0.00053,0.00039
5116,섹슈얼,0.00068,0.00039
5117,섹스,0.00196,0.00432
5118,센스,0.00837,0.00707
5119,센터,0.00166,0.00157
5120,센트,0.00053,0.00039
5121,셀러,0.0199,0.07186
5122,셀프,0.00113,0.00118
5123,셜록,0.01033,0.00275
5124,셰익스피어,0.00226,0.00236
5125,셰프,0.00068,0.00079
5126,소감,0.00256,0.00353
5127,소개,0.06339,0.09228
5128,소고,0.00045,0.00039
5129,소극,0.00098,0.00157
5130,소금,0.00226,0.00236
5131,소나기,0.00173,0.00039
5132,소녀,0.02864,0.01492
5133,소년,0.06181,0.05341
5134,소동,0.0009,0.00039
5135,소드,0.00128,0.00079
5136,소득,0.00234,0.00825
5137,소라,0.00204,0.00118
5138,소란,0.00075,0
5139,소련,0.00204,0.00275
5140,소름,0.01628,0.00864
5141,소리,0.07085,0.06912
5142,소리지르다,0.0006,0.00157
5143,소리치다,0.00098,0.00039
5144,소마,0.00083,0
5145,소망,0.00437,0.00118
5146,소매,0.00173,0.00196
5147,소멸,0.00219,0.00275
5148,소명,0.0009,0.00039
5149,소모,0.00181,0.00393
5150,소문,0.01055,0.00785
5151,소문나다,0.00166,0.0055
5152,소미,0.00166,0.00118
5153,소방,0.00166,0.00079
5154,소변,0.00023,0.00236
5155,소비,0.01771,0.02003
5156,소서,0.00173,0.00039
5157,소설,0.61537,0.67819
5158,소셜,0.00083,0.00079
5159,소소,0.00852,0.00864
5160,소속,0.00075,0.00196
5161,소송,0.00068,0.00157
5162,소수,0.00415,0.00353
5163,소수림,0.00083,0
5164,소스,0.00166,0.00196
5165,소시,0.00075,0.00118
5166,소시지,0.0006,0.00079
5167,소식,0.02872,0.00746
5168,소신,0.00158,0.00236
5169,소신껏,0.00053,0.00039
5170,소심,0.0006,0
5171,소아,0.00264,0.00746
5172,소액,0.00136,0.00079
5173,소양,0.00136,0.00628
5174,소외,0.00422,0.00196
5175,소용,0.00136,0.00353
5176,소용돌이,0.00196,0.00039
5177,소용없다,0.00053,0.00039
5178,소울,0.00098,0
5179,소원,0.00362,0.00236
5180,소위,0.00264,0.00353
5181,소유,0.01033,0.00825
5182,소음,0.00151,0.00118
5183,소이,0.00045,0.00196
5184,소장,0.13424,0.05184
5185,소재,0.06211,0.09818
5186,소절,0.00038,0.00118
5187,소주,0.00158,0.00157
5188,소중,0.00053,0
5189,소중히,0.00377,0.00039
5190,소지,0.00121,0.00079
5191,소질,0.00068,0.00039
5192,소크라테스,0.00256,0.00118
5193,소통,0.01553,0.00589
5194,소파,0.00075,0.00079
5195,소포,0.00083,0.00039
5196,소품,0.00317,0.00236
5197,소풍,0.00106,0.00039
5198,소프트,0.00188,0.00275
5199,소프트웨어,0.00136,0.00118
5200,소피,0.00136,0.00079
5201,소형,0.0006,0.00039
5202,소홀,0.00128,0.00157
5203,소홀히,0.00053,0.00039
5204,소화,0.00369,0.00471
5205,소환,0.00256,0.00039
5206,속다,0.00249,0.02121
5207,속담,0.00339,0.00079
5208,속도,0.02555,0.02749
5209,속독,0.00128,0.00746
5210,속물,0.00136,0.00196
5211,속박,0.00068,0.00039
5212,속삭이다,0.00113,0.00079
5213,속삭임,0.00053,0.00039
5214,속상하다,0.00392,0.00589
5215,속성,0.00234,0.00039
5216,속세,0.00023,0.00196
5217,속수,0.00053,0.00039
5218,속시원히,0.0006,0
5219,속아,0.00068,0.00236
5220,속이다,0.00106,0.00314
5221,속임,0.00045,0.00157
5222,속죄,0.00128,0.00236
5223,속편,0.00754,0.00982
5224,속하다,0.00234,0.00393
5225,손꼽다,0.00618,0.00079
5226,손꼽히다,0.00075,0
5227,손녀,0.00271,0.00079
5228,손미나,0.00219,0.00039
5229,손상,0.00128,0.00314
5230,손색,0.0052,0.00118
5231,손석희,0.00173,0.00511
5232,손수,0.0009,0.00118
5233,손쉽다,0.00317,0.00393
5234,손실,0.00053,0.00079
5235,손오공,0.00068,0.00039
5236,손자,0.00475,0.00353
5237,손잡다,0.00083,0.00079
5238,손주,0.00106,0.00039
5239,손진숙,0.00053,0
5240,손택,0.0009,0.00236
5241,손해,0.00302,0.00432
5242,손흥민,0.00098,0.00157
5243,솔로,0.00083,0.00039
5244,솔로몬,0.0009,0.00157
5245,솔루션,0.00143,0.00157
5246,솔솔,0.00332,0.00079
5247,솔직히,0.02276,0.10681
5248,솜씨,0.01621,0.0106
5249,솟구치다,0.00083,0.00079
5250,솟다,0.00271,0.00039
5251,솟아나다,0.0006,0.00039
5252,송곳,0.00098,0
5253,송두리,0.0009,0.00079
5254,송사,0.00068,0.00039
5255,송언,0.00045,0.00039
5256,송이,0.00181,0.00079
5257,쇠퇴,0.00045,0.00118
5258,쇼고,0.00045,0.00039
5259,쇼스타코비치,0.00045,0.00157
5260,쇼코,0.00143,0.00275
5261,쇼킹,0.00045,0.00039
5262,쇼핑,0.00271,0.00275
5263,수감,0.00053,0
5264,수강,0.00166,0.00275
5265,수건,0.00128,0.00039
5266,수고,0.00746,0.00511
5267,수구,0.00075,0.00118
5268,수긍,0.00226,0.00314
5269,수기,0.00143,0.00275
5270,수난,0.00053,0.00079
5271,수납,0.00513,0.00785
5272,수녀,0.00264,0.00039
5273,수년,0.00083,0.00079
5274,수놓다,0.0006,0
5275,수능,0.00656,0.00471
5276,수다,0.00543,0.01257
5277,수단,0.00422,0.00471
5278,수달,0.00053,0
5279,수당,0.00068,0
5280,수도,0.00452,0.00628
5281,수동,0.00075,0.00196
5282,수량,0.00151,0.00118
5283,수레,0.00204,0.00079
5284,수련,0.00106,0.00039
5285,수렴,0.00053,0.00196
5286,수령,0.00136,0.00275
5287,수록,0.02065,0.00903
5288,수리,0.00204,0.00393
5289,수립,0.00128,0.00079
5290,수많다,0.02299,0.01532
5291,수면,0.00641,0.00314
5292,수명,0.00173,0.00118
5293,수묵,0.00106,0
5294,수미,0.00068,0.00039
5295,수박,0.00445,0.00864
5296,수법,0.00083,0.00236
5297,수사,0.00656,0.00903
5298,수상,0.0193,0.01728
5299,수석,0.0003,0.00118
5300,수선,0.00068,0
5301,수수,0.00173,0.00275
5302,수수께끼,0.0046,0.00314
5303,수술,0.00249,0.00393
5304,수스,0.0006,0
5305,수습,0.00068,0.00314
5306,수시,0.00256,0.00157
5307,수식,0.00467,0.0055
5308,수양,0.0009,0.00118
5309,수업,0.02322,0.01374
5310,수영,0.00399,0.00353
5311,수요,0.00219,0.00314
5312,수용,0.00482,0.00157
5313,수원,0.0009,0
5314,수월,0.00219,0.00157
5315,수위,0.00339,0.00314
5316,수유,0.00053,0.00157
5317,수의,0.00136,0.00275
5318,수익,0.00641,0.00628
5319,수인,0.00053,0.00157
5320,수입,0.00369,0.00471
5321,수자,0.0009,0.00118
5322,수작,0.01168,0.00432
5323,수잔,0.0009,0.00196
5324,수장,0.00038,0.00079
5325,수저,0.00143,0.00236
5326,수전,0.00083,0.00196
5327,수정,0.00927,0.0267
5328,수제,0.00045,0.00039
5329,수준,0.03045,0.15708
5330,수줍다,0.00083,0
5331,수지,0.00166,0.00157
5332,수직,0.0003,0.00118
5333,수진,0.00045,0.00039
5334,수집,0.00369,0.00471
5335,수채,0.00219,0.00157
5336,수첩,0.00204,0.00393
5337,수치,0.00347,0.00432
5338,수컷,0.0003,0.00157
5339,수탉,0.00053,0.00039
5340,수탕,0.00136,0.00079
5341,수퍼,0.00045,0.00118
5342,수평,0.0003,0.00118
5343,수포,0.00106,0.00118
5344,수필,0.00475,0.01453
5345,수학,0.06528,0.03063
5346,수행,0.00415,0.00118
5347,수험,0.00882,0.00903
5348,수호,0.00151,0.00039
5349,수확,0.00113,0.00157
5350,숙고,0.00128,0.00196
5351,숙다,0.00098,0
5352,숙면,0.00143,0.00079
5353,숙명,0.00151,0.00079
5354,숙어,0.00038,0.00079
5355,숙연,0.00075,0.00039
5356,숙이다,0.00121,0
5357,숙제,0.00618,0.00393
5358,숙종,0.00068,0
5359,숙지,0.00075,0.00039
5360,순간,0.09045,0.04202
5361,순간순간,0.00181,0.00039
5362,순결,0.00038,0.00157
5363,순례,0.00317,0.00236
5364,순리,0.00068,0
5365,순삭,0.00106,0.00039
5366,순서,0.00693,0.01178
5367,순수,0.01907,0.01571
5368,순식,0.01198,0.00511
5369,순애,0.00068,0.00079
5370,순위,0.0058,0.00668
5371,순응,0.00143,0.00196
5372,순전히,0.00143,0.00275
5373,순정,0.00369,0.00157
5374,순조,0.00106,0.00039
5375,순종,0.00068,0
5376,순진,0.0006,0
5377,순차,0.00045,0.00039
5378,순하다,0.00158,0.00157
5379,순화,0.00045,0.00039
5380,순환,0.00219,0.00236
5381,술사,0.00045,0.00471
5382,술수,0.0003,0.00118
5383,술술,0.01236,0.01335
5384,숨기다,0.01839,0.00982
5385,숨다,0.01967,0.00393
5386,숨바꼭,0.00083,0.00039
5387,숨은그림,0.00256,0.00039
5388,숨죽이다,0.00098,0
5389,숫자,0.01206,0.00707
5390,숭고,0.0006,0
5391,숭배,0.00068,0.00118
5392,숱하다,0.00166,0.00196
5393,쉐프,0.0006,0.00039
5394,쉬다,0.03347,0.02042
5395,쉬엄쉬엄,0.00068,0.00039
5396,쉽다,0.44057,0.27253
5397,쉽사리,0.0009,0.00039
5398,슈나이더,0.00053,0.00118
5399,슈베르트,0.00083,0.00039
5400,슈이치,0.00068,0
5401,슈타인,0.00053,0.00039
5402,슈퍼,0.00422,0.0055
5403,스가,0.00249,0.00039
5404,스기무라,0.00113,0.00118
5405,스노우,0.00075,0.00079
5406,스님,0.02246,0.01649
5407,스다,0.00354,0.00196
5408,스러워다,0.00196,0.00314
5409,스러지다,0.0009,0
5410,스럽다,0.00053,0
5411,스로,0.00475,0.00079
5412,스르륵,0.00068,0.00039
5413,스릴,0.00972,0.00746
5414,스릴러,0.02902,0.03416
5415,스마트,0.00859,0.00589
5416,스멀스멀,0.00083,0.00039
5417,스며들다,0.00437,0.00196
5418,스면,0.0006,0
5419,스몰,0.00068,0.00039
5420,스무,0.00731,0.00353
5421,스미,0.00053,0
5422,스미노,0.00241,0.00039
5423,스미다,0.00294,0.00079
5424,스미스,0.00256,0.00196
5425,스미코,0.00083,0.00039
5426,스바루,0.00106,0.00039
5427,스스로,0.05827,0.04084
5428,스승,0.00543,0.00393
5429,스완,0.0006,0
5430,스완슨,0.00053,0.00079
5431,스웨덴,0.00181,0.00314
5432,스웨이드,0.00045,0.00039
5433,스위스,0.0006,0.00039
5434,스위치,0.0009,0.00157
5435,스윽,0.00053,0
5436,스즈,0.00151,0.00039
5437,스즈키,0.00053,0.00039
5438,스치다,0.00505,0.00432
5439,스카,0.00106,0
5440,스카웃,0.00045,0.00039
5441,스칼렛,0.00106,0
5442,스캔,0.0003,0.00157
5443,스케일,0.00565,0.00393
5444,스케치,0.0052,0.00118
5445,스케치북,0.00068,0.00039
5446,스콧,0.0009,0.00039
5447,스쿨,0.00286,0.00079
5448,스크래치,0.00083,0.00118
5449,스크롤,0.00053,0
5450,스크린,0.0009,0
5451,스크립트,0.00045,0.00079
5452,스키,0.00053,0.00079
5453,스킨,0.00113,0.00157
5454,스킬,0.00377,0.00353
5455,스킵,0.00053,0.00196
5456,스타,0.01711,0.01296
5457,스타일,0.02163,0.0432
5458,스타트,0.00286,0.00236
5459,스탈,0.0009,0.00039
5460,스탈린,0.00113,0.00157
5461,스탠드,0.00158,0.00314
5462,스탠리,0.00068,0.00157
5463,스탠퍼드,0.00098,0
5464,스탠포드,0.00038,0.00079
5465,스터,0.00045,0.00118
5466,스터디,0.00264,0.00079
5467,스테디,0.00196,0.00118
5468,스테이,0.0006,0.00039
5469,스테이크,0.00045,0.00079
5470,스텔라,0.00188,0.00079
5471,스텝,0.00053,0.00039
5472,스토너,0.00219,0.00079
5473,스토리,0.13063,0.14844
5474,스토어,0.00068,0.00196
5475,스토커,0.00053,0.00039
5476,스톤,0.0006,0.00039
5477,스톱,0.00038,0.00118
5478,스튜디오,0.00302,0.00314
5479,스튜어트,0.00053,0
5480,스트라이크,0.00053,0.00118
5481,스트레스,0.0144,0.011
5482,스트레인지,0.0006,0
5483,스트레칭,0.00369,0.00196
5484,스트리트,0.00045,0.00039
5485,스트릭랜드,0.00075,0
5486,스티그,0.00106,0.00118
5487,스티브,0.00158,0.00157
5488,스티븐,0.02103,0.01139
5489,스티븐스,0.00068,0
5490,스티커,0.00776,0.0055
5491,스틱,0.00083,0.00079
5492,스틸,0.0009,0.00039
5493,스파이,0.00211,0.00353
5494,스파이더맨,0.00068,0.00039
5495,스팟,0.00068,0.00039
5496,스페셜,0.00354,0.00432
5497,스페이스,0.00241,0
5498,스페인,0.00942,0.00511
5499,스펙,0.00128,0.00157
5500,스펙터클,0.00053,0.00039
5501,스펙트럼,0.00083,0.00079
5502,스포일러,0.00151,0.00353
5503,스포츠,0.00324,0.00393
5504,스푼,0.00113,0.00079
5505,스프링,0.01116,0.00864
5506,스피노자,0.0003,0.00314
5507,스피드,0.00121,0.00196
5508,스피디,0.00113,0.00157
5509,스피어,0.00128,0.00039
5510,스피치,0.00038,0.00079
5511,스피킹,0.00075,0.00039
5512,스핀,0.00226,0.00236
5513,슥슥,0.0009,0
5514,슬그머니,0.00045,0.00079
5515,슬기,0.0009,0.00039
5516,슬다,0.00724,0.00314
5517,슬라임,0.00482,0.00039
5518,슬램,0.00497,0.00039
5519,슬럼프,0.00098,0.00118
5520,슬로건,0.00053,0.00118
5521,슬로우,0.00053,0.00118
5522,슬립,0.00181,0.00196
5523,슬며시,0.00098,0.00079
5524,슬슬,0.00603,0.00982
5525,슬쩍,0.00264,0.00275
5526,슬퍼지다,0.00083,0.00079
5527,슬퍼하다,0.00271,0
5528,슬프다,0.06211,0.03063
5529,슬픔,0.02578,0.01335
5530,습격,0.00083,0.00039
5531,습관,0.0505,0.03024
5532,습득,0.00543,0.00393
5533,습성,0.00106,0.00157
5534,습작,0.00075,0.00353
5535,습지,0.00098,0
5536,습하다,0.00068,0.00039
5537,승리,0.00603,0.01296
5538,승무,0.00068,0.00079
5539,승부,0.00256,0.00314
5540,승자,0.00181,0.00393
5541,승전,0.0003,0.00196
5542,승진,0.00045,0.00039
5543,승화,0.00226,0.00039
5544,승효상,0.00045,0.00079
5545,시가,0.00995,0.00982
5546,시각,0.04899,0.03495
5547,시간,0.23954,0.20028
5548,시계,0.00234,0.00432
5549,시골,0.00724,0.00864
5550,시공,0.00113,0.00118
5551,시공사,0.00068,0.00314
5552,시국,0.00219,0.00079
5553,시궁,0.00045,0.00039
5554,시그널,0.0006,0.00079
5555,시금치,0.00053,0
5556,시기,0.02857,0.01964
5557,시끄럽다,0.00173,0.00275
5558,시나리오,0.00362,0.00471
5559,시내,0.00113,0
5560,시너지,0.00173,0
5561,시녀,0.00053,0.00079
5562,시노노메,0.00053,0
5563,시노부,0.00068,0.00157
5564,시놉시스,0.0003,0.00118
5565,시니컬,0.00241,0.00314
5566,시다,0.0009,0.00157
5567,시달리다,0.00317,0.00196
5568,시대,0.15,0.11113
5569,시댁,0.00075,0
5570,시도,0.01922,0.0267
5571,시들다,0.00437,0.00353
5572,시디,0.00181,0.00118
5573,시력,0.00038,0.00079
5574,시련,0.00347,0.00157
5575,시론,0.00053,0
5576,시류,0.00113,0.00314
5577,시리다,0.0046,0.00157
5578,시리우스,0.0006,0.00039
5579,시리즈,0.19447,0.11153
5580,시몽,0.00075,0
5581,시뮬레이션,0.0006,0
5582,시미,0.00045,0.00079
5583,시미즈,0.00053,0.00039
5584,시민,0.01161,0.00903
5585,시바,0.00113,0.00079
5586,시발,0.00075,0.00236
5587,시비,0.00038,0.00079
5588,시사,0.0052,0.00628
5589,시상,0.00053,0
5590,시선,0.05389,0.03495
5591,시세,0.00075,0.00079
5592,시스템,0.00731,0.0106
5593,시시,0.00166,0.00511
5594,시시각각,0.00045,0.00039
5595,시시콜콜,0.00106,0.00079
5596,시애라,0.00106,0
5597,시야,0.00701,0.00236
5598,시어,0.00173,0.00039
5599,시어스,0.00106,0
5600,시오노,0.00173,0.00314
5601,시울,0.00249,0
5602,시원,0.00106,0.00039
5603,시원시원,0.00407,0.00118
5604,시위,0.00083,0.00196
5605,시의,0.00671,0.00275
5606,시인,0.04108,0.02395
5607,시일,0.00121,0.00079
5608,시작,0.2063,0.12959
5609,시장,0.01673,0.0216
5610,시절,0.06761,0.04045
5611,시점,0.01847,0.01806
5612,시제,0.00083,0.00118
5613,시종일관,0.00271,0.00393
5614,시중,0.00392,0.00393
5615,시즌,0.00965,0.00393
5616,시진핑,0.00038,0.00157
5617,시청,0.00234,0.00471
5618,시체,0.00136,0.00039
5619,시초,0.00128,0
5620,시치리,0.00083,0.00039
5621,시크,0.00249,0.00118
5622,시크릿,0.00286,0.00707
5623,시키다,0.01719,0.02317
5624,시트콤,0.00098,0.00039
5625,시티,0.00053,0
5626,시퍼,0.00053,0.00039
5627,시한,0.00128,0
5628,시합,0.00068,0
5629,시행,0.00392,0.00118
5630,시험,0.04319,0.01767
5631,식객,0.00746,0.00079
5632,식겁,0.00023,0.00157
5633,식견,0.00151,0.00196
5634,식구,0.00226,0.00118
5635,식기,0.00045,0.00079
5636,식다,0.00083,0.00236
5637,식단,0.00445,0.00196
5638,식당,0.01018,0.0106
5639,식량,0.00181,0.00118
5640,식물,0.00761,0.00589
5641,식민,0.00309,0.00825
5642,식사,0.0055,0.00275
5643,식상,0.00422,0.02592
5644,식욕,0.00106,0.00039
5645,식이,0.00098,0.00314
5646,식탁,0.00497,0.00353
5647,식판,0.0009,0
5648,식품,0.00196,0.00471
5649,식히다,0.00158,0.00314
5650,신간,0.0447,0.02356
5651,신경,0.0248,0.04634
5652,신경숙,0.00399,0.00353
5653,신고,0.00143,0.00079
5654,신곡,0.00128,0.00079
5655,신공,0.0006,0.00118
5656,신권,0.00075,0.00039
5657,신규,0.00121,0.00079
5658,신기,0.00867,0.00628
5659,신나,0.0006,0.00039
5660,신나다,0.01786,0.00511
5661,신년,0.00098,0
5662,신념,0.00799,0.00511
5663,신다,0.00256,0.00079
5664,신데렐라,0.00121,0.00236
5665,신드롬,0.00083,0.00039
5666,신라,0.00106,0.00039
5667,신랑,0.00543,0.00079
5668,신뢰,0.015,0.02435
5669,신문,0.00859,0.01571
5670,신박,0.00196,0.00236
5671,신발,0.00294,0.00039
5672,신변,0.0003,0.00511
5673,신부,0.00513,0.00118
5674,신분,0.00317,0.00353
5675,신비,0.01447,0.00864
5676,신사,0.00128,0.00157
5677,신선,0.00905,0.0161
5678,신성,0.0009,0.00039
5679,신세,0.00053,0.00157
5680,신속,0.0006,0
5681,신스케,0.00234,0.00039
5682,신앙,0.00588,0.00353
5683,신약,0.00083,0.00079
5684,신영복,0.00769,0.00275
5685,신용,0.00158,0.00275
5686,신윤복,0.00098,0
5687,신음,0.00053,0
5688,신의,0.00075,0.00118
5689,신의진,0.00038,0.00079
5690,신인,0.00249,0.00079
5691,신입,0.00226,0.00157
5692,신자,0.00113,0.00039
5693,신작,0.03927,0.01806
5694,신잡,0.00181,0.00275
5695,신장,0.00128,0.00236
5696,신전,0.00053,0.00079
5697,신조,0.00219,0.00393
5698,신중,0.00249,0.00432
5699,신중히,0.00023,0.00157
5700,신참자,0.0006,0
5701,신청,0.01432,0.01649
5702,신체,0.00392,0.00236
5703,신카이,0.0009,0.00039
5704,신통,0.0003,0.00118
5705,신파,0.00121,0.00353
5706,신판,0.00399,0.00118
5707,신하,0.00083,0.00039
5708,신학,0.00121,0.00039
5709,신해철,0.00068,0
5710,신형철,0.00362,0.00432
5711,신호,0.00173,0
5712,신혼,0.00445,0.00196
5713,신화,0.02359,0.02081
5714,싣다,0.00829,0.00628
5715,실감,0.01236,0.0055
5716,실격,0.00294,0.00196
5717,실기,0.00075,0.00039
5718,실내,0.00098,0.00079
5719,실력,0.01862,0.02003
5720,실례,0.00143,0.00079
5721,실록,0.00497,0.0055
5722,실리다,0.01922,0.01767
5723,실망,0.04409,0.35696
5724,실무,0.00271,0.00353
5725,실물,0.0055,0.00275
5726,실사,0.00188,0.00118
5727,실상,0.00377,0.00589
5728,실소,0.00045,0.0055
5729,실수,0.00844,0.01767
5730,실습,0.00136,0
5731,실실,0.00075,0
5732,실업,0.00053,0.00157
5733,실용,0.01915,0.01728
5734,실의,0.00045,0.00079
5735,실재,0.00166,0.00118
5736,실적,0.00075,0.00079
5737,실전,0.02269,0.01021
5738,실정,0.0006,0.00236
5739,실제,0.03897,0.02749
5740,실제로,0.01847,0.01335
5741,실존,0.00467,0.0055
5742,실종,0.00211,0.00039
5743,실증,0.00068,0.00118
5744,실질,0.00859,0.0055
5745,실천,0.05367,0.03691
5746,실체,0.00633,0.0055
5747,실컷,0.00143,0.00236
5748,실크,0.00083,0.00039
5749,실태,0.00083,0.00039
5750,실토,0.00113,0.00039
5751,실패,0.01982,0.02317
5752,실하다,0.0009,0.00079
5753,실학,0.0003,0.00118
5754,실행,0.00927,0.00982
5755,실험,0.02887,0.01846
5756,실현,0.00528,0.00275
5757,실화,0.00889,0.00707
5758,싫다,0.05593,0.0699
5759,심경,0.00121,0.00236
5760,심금,0.00128,0
5761,심다,0.0098,0.00982
5762,심도,0.00475,0.00785
5763,심리,0.09045,0.09268
5764,심미,0.00045,0.00079
5765,심보선,0.00068,0.00039
5766,심부름,0.00106,0.00079
5767,심사,0.00249,0.00471
5768,심상,0.00075,0.00039
5769,심성,0.00083,0.00039
5770,심신,0.00113,0
5771,심심,0.00083,0.00353
5772,심야,0.00633,0.0055
5773,심연,0.00196,0.00157
5774,심윤경,0.00068,0.00157
5775,심장,0.01116,0.00432
5776,심정,0.00701,0.00707
5777,심지,0.00068,0
5778,심지어,0.00935,0.03181
5779,심취,0.00083,0.00236
5780,심층,0.00113,0.00157
5781,심판,0.0009,0.00118
5782,심플,0.01085,0.01492
5783,심하다,0.01131,0.05419
5784,심해,0.00075,0
5785,심혈,0.00083,0.00079
5786,심화,0.00286,0.00275
5787,심히,0.00053,0.00353
5788,십상,0.00053,0.00039
5789,십자,0.00211,0.00432
5790,싯다르타,0.00053,0.00079
5791,싱겁다,0.00098,0.00707
5792,싱고,0.00045,0.00079
5793,싱그럽다,0.00113,0
5794,싱글,0.00211,0.00118
5795,싱아,0.00068,0.00079
5796,싱어,0.00053,0
5797,싱크로,0.00045,0.00039
5798,싱클레어,0.00113,0
5799,싸구려,0.00053,0.00589
5800,싸다,0.01967,0.02749
5801,싸드,0.00045,0.00314
5802,싸우다,0.01244,0.0106
5803,싸움,0.00799,0.00746
5804,싸이,0.0006,0.00393
5805,싸이다,0.00987,0.00511
5806,싸이코,0.00136,0.00314
5807,쌓다,0.01606,0.01217
5808,쌓이다,0.01055,0.00864
5809,쌔다,0.0003,0.00157
5810,써내다,0.00286,0.00314
5811,써니,0.00113,0
5812,써먹다,0.00309,0.00314
5813,썩다,0.00151,0.00393
5814,썰다,0.00204,0.00393
5815,썸머,0.00226,0
5816,쎄다,0.00204,0.00511
5817,쏘다,0.00188,0.00157
5818,쏘옥,0.00128,0
5819,쏙다,0.00068,0.00039
5820,쏙쏙,0.01138,0.00275
5821,쏟다,0.00746,0.00668
5822,쏟아지다,0.00761,0.00393
5823,쏠리다,0.00083,0
5824,쏠쏠,0.00181,0
5825,쑤시다,0.0006,0.00118
5826,쑥쑥,0.00422,0.00118
5827,쓰기,0.00136,0.00196
5828,쓰다,0.22258,0.40762
5829,쓰다듬다,0.00226,0
5830,쓰라리다,0.00106,0
5831,쓰러지다,0.00158,0.00157
5832,쓰레기,0.00709,0.02553
